id,label,source_group,source_revision,source_locator,container_member,source_sha256,source_bytes,native_sample_rate_hz,native_duration_s,historical_role,acquisition_role,group_id,artist_or_creator_recorded,title_recorded,license_recorded,evaluation_allowed_recorded,provenance_grade,source_notes
human_mtt_042563,0,human_magnatagatune,042e24c2c26a71168dd35edc3bc0cb47b2f3c3cd,hf://datasets/confit/magnatagatune@042e24c2c26a71168dd35edc3bc0cb47b2f3c3cd/mp3.zip,e/c_layne-the_sun_will_come_out_to_blind_you-10-everybodys_going_underground-0-29.mp3,ab69fe15aa553f4342e12cc92f2c0ae34df9357f2deff4884c000e4f16248fa4,117250,16000,29.156,development,development,human_magnatagatune:creator:C Layne,C Layne,Everybody's Going Underground,CC BY-NC-SA (Magnatune research use),yes,A-,artist-balanced; one excerpt per original track; vocal stratum
ai_audiox_11161,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_11161.wav,,4ded98228d4c2fe36542201c3adb77df43711d11e2e21a676bd744c316997031,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_11161,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_15710,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_15710.wav,,ac0b275397cedb19890ba8d922b53c3983bc8b31628b3e2cc39722915c4dc7a8,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_15710,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_29811,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_29811.wav,,55604b20e4d636e2098debf01b3bbc93db2012eb7b07247624bc6ef87604edbf,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_29811,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_22596,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_22596.wav,,7df18a933c4792136c9c75ee0d6b113aef67806f954d6eb9ce1794c913225b12,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_22596,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_19192,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_19192.wav,,77b62db4936a8c9a2a09bd882086c42bec332dbd0fa5c80e59ef220c4c5df5a4,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_19192,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_17887,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_17887.wav,,a0c98b3847010ec25b0b70f65454bcb55b2d98d5fba9ec25e3b3e67babff3add,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_17887,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_30697,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_30697.wav,,d917178dad96714c61c15ce15beaf6f715e03dbc8c38585dd07a19f4e4a2fa5f,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_30697,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_22796,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_22796.wav,,3c4cff59f7e7980b033fde9dcca88ef215ad66d262e91f8be21f0e47df2be5c6,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_22796,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_38740,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_38740.wav,,aa0d13b652015570201ec45e1ea753bb00829baa6da837a3e752baa1e26dcc34,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_38740,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_21033,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_21033.wav,,22b7e6a42d59807793c49b9474920596c18a4a9a190e86301bc8dc4dfdcb1527,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_21033,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_27941,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_27941.wav,,ef472958f355776cadee7e39da20b66f1866c9533e1e0505218172e9c471d092,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_27941,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_31400,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_31400.wav,,ef00f1038f64da7c71ef6400c9c1672a19a14b3e978c26db487482d69f8ab817,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_31400,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_2123,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_2123.wav,,cadb8adcfa153afc4e2b6be9ba4e4386b9b55c82cd5aff30cc8589641351486c,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_2123,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_34955,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_34955.wav,,44023dee32aac880cd6fc04968a1d6e61a20107477455b5af06e235636786625,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_34955,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_16208,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_16208.wav,,da65355f55a6a5599e9765eb84202099a386991cfcb526eb1a643d402760f986,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_16208,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_13734,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_13734.wav,,3645ff98d5a2425e4c1cdca9e9333e91ca5010c37bd64672867c9a021a71d234,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_13734,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_13187,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_13187.wav,,92aaa821d42ca79c5035c2983c1745544c02e2d137af2d8eb437d6c609821172,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_13187,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_1449,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_1449.wav,,48864ee0b494f9bfa4ae91fe797be40049f4bad38c17d28d1a04e74ff87b7305,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_1449,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_21684,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_21684.wav,,97359641cfdc14c7ba178d0abdcbd74c66db57da27602bcc8191040f817325af,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_21684,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_35321,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_35321.wav,,c25892223b0cc8f38547693026d15bc7b24eb80127cc98beb769d1c946821f8a,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_35321,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_39126,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_39126.wav,,bf7c045f64dd1ebf3eece98bff1a95f4cb46f5843dffda2e5f30300897ab8dc5,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_39126,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_12013,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_12013.wav,,c4c39bcf839232aec8863498b3ef771560b8e9b5fdedcd1cf13651cd4a1b83f3,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_12013,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_4166,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_4166.wav,,84f950ad0589030bd70bd9a71cc697641c57c4a260e7752c2c6bcee76105d378,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_4166,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_33354,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_33354.wav,,98928100de02db5d0ea4cd457f12ffe1e585852b219bfca930f27605ad51a163,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_33354,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_11927,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_11927.wav,,5f280c8441bc21e13ab8bf5125d20127a088b81edb52944ae3bd4eabf047530c,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_11927,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_10974,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_10974.wav,,85c2f21721d0364a87d18d2e16237d9f1a6ea61b8b86c98728ce353f93f82f11,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_10974,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_6650,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_6650.wav,,5f958ca14737f0fd6b949ca7fcc5894d0b3efbb481da72862e0a7c8023d6587d,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_6650,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_23306,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_23306.wav,,7afc3d4a66d77a8be2366464b294cfbc3bacfc9d8c1c4749376a98b8f97892ef,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_23306,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_15440,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_15440.wav,,6cd9f93c1a7f397bca40fc79356ebda26c6b2953bbe44c6110e462e19eab2cfe,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_15440,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_21155,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_21155.wav,,c2a61448dd931e544d313e66b20631ad6213e4d62f16ed4b951d59671b8654d4,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_21155,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_3923,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_3923.wav,,2ded8db4e010c29eb955f34052f858f290456409cd20087199423427d78e2568,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_3923,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_25273,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_25273.wav,,d25102e96faa00ca980e5396a025eba5b4dc52678d7c96f0835f946376b43fdf,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_25273,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_7112,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_7112.wav,,ef350cef5aab66966c338b4aca06b1ba0860539a37ebce7ec27dd84b59aa4099,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_7112,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_7557,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_7557.wav,,4f7a887bd995cbc746ba38700c577c459214963c100510b3f6760ed57d687025,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_7557,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_10322,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_10322.wav,,a2d071e818406ea09afcd6c8f4ff71989dee7ad8739f96f92003f57907c2e3ad,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_10322,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_19451,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_19451.wav,,d8dad2e06640df1af92b5f10749fae55fc4974dc3eb55689a1c3e11b2dc5e3b2,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_19451,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_23808,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_23808.wav,,29570bc72cdb9f7ae0cbf4221d5f525f5646b370b3000df874c15a4b8e53753f,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_23808,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_21600,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_21600.wav,,9128c81a97ec6b8f20cd0a7f74028fb40f6f5c6cb020ec9b7860cdd5fb2ce5aa,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_21600,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_19209,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_19209.wav,,9191da05fc5542425d0d2a2b0da33fc41312144fd2b80195605feaf84a137ee3,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_19209,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_35898,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_35898.wav,,4e81100181387bf2369cbdb96036df1072d4bf953bf4af9d801d70e9b8dda6c8,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_35898,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_28001,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_28001.wav,,79e99981df4f7afc541e76bd1551d318a434d55b4de5d03144044f1146dc932f,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_28001,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_10466,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_10466.wav,,0d609361ba933fcc94b0856808dc7ca183d017c0f8c26724e598356e3f69ee5b,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_10466,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_21359,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_21359.wav,,d781ce6c22800e6c5fc5ec5fb7fe642dd006086a6bcf333b2b52fcb7a4b3f67f,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_21359,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_14469,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_14469.wav,,d53501fc3c2d6d1f9cd5bc5219ffd973205e93e0b1f785442f51980cfe80225e,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_14469,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_20320,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_20320.wav,,2440fb9a6bc8fce0db1d7323f915c0479673072a7b055abd85042f69a8203ae2,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_20320,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_8494,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_8494.wav,,6973dc5f524cf2c9f12568b69b0643597612328cc215c3417b4861cf256e4733,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_8494,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
ai_audiox_30299,1,ai_audiox_third_party,703918956d5ed91a71e76a3b280ed9ee1a7baa81,https://huggingface.co/datasets/sheng22213/audioX_dataset/resolve/703918956d5ed91a71e76a3b280ed9ee1a7baa81/no_help_audio/output_30299.wav,,5dad695828ee04c6fa3853a5e052437b9f8d190387700ba8f23b2c7c1acd584f,1933390,44100,10.959819,provisional,provisional_development,ai_audiox_third_party:output_30299,AudioX (claimed by repository name),,not stated,no_until_verified,C+,"audio exists, but the repository has no dataset card, prompt, seed, or checkpoint record; feature extraction is allowed but detector fitting is gated"
